,text,favorited,favoriteCount,replyToSN,created,truncated,id,replyToUID,statusSource,screenName,retweetCount,firm,who 
472,"nick: cracker barrel is so lit
our waitress at cracker barrel: bob evans is better",FALSE,1,NA,2/19/19 23:59,FALSE,1.09801E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",kaieous,0,cracker+barrel,waitress
473,"@thomaskaine5 No. Sadly, that's my first reaction as well. Today we stopped at a Cracker Barrel in VA. A customer w… https://t.co/JbVMk781EL",FALSE,1,thomaskaine5,2/19/19 23:53,TRUE,1.09801E+18,8.60655E+17,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",gameplayer1953,0,cracker+barrel,waitress
474,18 years ago today I watched the Daytona 500 with my dad. As soon as the race was over we went to Cracker Barrel. H… https://t.co/avzSVyLPk2,FALSE,4,NA,2/18/19 23:46,TRUE,1.09764E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",j_setz_,1,cracker+barrel,waitress
475,bruh i was at cracker barrel on saturday and COACH STEVE THE WAITER kept interrupting talmbout can i take that plat… https://t.co/yw7nfSyd95,FALSE,2,NA,2/26/19 4:51,TRUE,1.10026E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",asapchl6e,0,cracker+barrel,waiter
476,"I ordered fried chicken tenders at Cracker Barrel and the waiter brings me grilled, the waiter made the healthy dec… https://t.co/FJeUqcKaxn",FALSE,7,NA,2/25/19 6:58,TRUE,1.09993E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",itslouisortiz,1,cracker+barrel,waiter
477,"hashimada/tobikaga social media au🌊🍃

-based in @toesuckace’s madara is a used car salesman and hashirama loves chi… https://t.co/8sqkz0pa6y",FALSE,15,NA,2/24/19 23:55,TRUE,1.09982E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",senjuhole,7,cracker+barrel,waiter
478,had to go to cracker barrel our waiter got like fired halfway through service..... i got french toast,FALSE,21,NA,2/24/19 22:24,FALSE,1.0998E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",MONKEY_TEMPLE,0,cracker+barrel,waiter
479,"@dejberry @AbsurdNihilism @DJ12GAUGE00 Went to a cracker barrel once when I was on the road up north, the waiter su… https://t.co/Kxw0YxW5Dr",FALSE,4,dejberry,2/21/19 2:43,TRUE,1.09841E+18,941554321,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MurrayNMothbard,1,cracker+barrel,waiter
480,I hope the incredibly fine waiter at cracker barrel has a really good day,FALSE,9,NA,2/17/19 21:56,FALSE,1.09725E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",zosco18,1,cracker+barrel,waiter
481,I legit was at Red Lobster and told the waitress “thank yewwww” 😭😭😭😭😭😭😭😭 https://t.co/vsDUqnI4aj,FALSE,0,NA,2/27/19 5:21,FALSE,1.10063E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",nuhtanyaaa,0,red+lobster,waitress
482,@jasonmatheson I'm at Red Lobster I did notice that the ask the waitress for grape jelly 🤣,FALSE,1,jasonmatheson,2/27/19 1:19,FALSE,1.10057E+18,16579539,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",LynsayJohnson,0,red+lobster,waitress
483,"@USA2018DIVA @thecjpearson She's the boss of her district. Meanwhile, you're at home alone on Twitter because your… https://t.co/rqyQihrChB",FALSE,0,USA2018DIVA,2/26/19 19:24,TRUE,1.10048E+18,9.49657E+17,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",MrAndrews20,0,red+lobster,waitress
484,"So me and my girl when to red lobster this weekend, and the waitress was like "" oh, is it an anniversary or y'all c… https://t.co/ww7vOubBMv",FALSE,0,NA,2/25/19 18:17,TRUE,1.1001E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",kidflashrx,0,red+lobster,waitress
485,"@paige_not Oh shit, several lists...didn't know you wanted to ride my nuts THAT badly. Christ, you're desperate. No… https://t.co/XdBtnEiydh",FALSE,0,paige_not,2/25/19 18:13,TRUE,1.1001E+18,9.70464E+17,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",MrAndrews20,0,red+lobster,waitress
486,Seeing my waitress during lobster fest at red lobster https://t.co/l2mCLrf1wW,FALSE,1,NA,2/25/19 1:49,FALSE,1.09985E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",jawnanderson,0,red+lobster,waitress
487,"My waitress at Red Lobster is so adorbs. She’s easily in her 60s and the sweetest lady I’ve ever met. I wish I could tip her $1,000+ 😩😩♥️",FALSE,1,NA,2/24/19 1:42,FALSE,1.09948E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",BrySoBoojie,0,red+lobster,waitress
488,@RozzaKat13 @ABC It's nice to see that you endorse terrorism...what a true patriot you are. This is why your husban… https://t.co/sUd09qtODj,FALSE,0,RozzaKat13,2/22/19 20:54,TRUE,1.09905E+18,790447626,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",MrAndrews20,0,red+lobster,waitress
489,"@RNcat50 Look, I'm sorry your husband left you for that Red Lobster waitress, but you need to pull yourself up by t… https://t.co/wovCFjTafN",FALSE,0,RNcat50,2/22/19 0:03,TRUE,1.09873E+18,3006600919,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",MrAndrews20,0,red+lobster,waitress
490,Shout out to the waitress at red lobster for giving me this tiny fork,FALSE,0,NA,2/21/19 3:48,FALSE,1.09843E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Kwash325,0,red+lobster,waitress
491,I’m at Red Lobster &amp; @taylorkirbyyyy FaceTimes me &amp; the waitress comes up and asks what we want to drink &amp; Taylor g… https://t.co/O0LSzJCpvk,FALSE,12,NA,2/21/19 1:12,TRUE,1.09839E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",StevieRae_Nowak,1,red+lobster,waitress
492,I would like to thank the waitress at Red Lobster for giving me a free brownie,FALSE,1,NA,2/20/19 2:44,FALSE,1.09805E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Cheyfiwashere,0,red+lobster,waitress
493,@usedwifi my waitress at red lobster trying to find out who ordered the sea crab https://t.co/TbVuYooqrO,FALSE,14,usedwifi,2/19/19 22:03,FALSE,1.09798E+18,443525629,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",AlphCoIa,6,red+lobster,waitress
494,@Wendy47404625 @Tennessee_Jed7 @StormIsUponUs @Jmfwyant1 Do you always cry this much? It's no wonder your husband l… https://t.co/FpQuW9SGcj,FALSE,0,Wendy47404625,2/19/19 21:19,TRUE,1.09797E+18,1.00506E+18,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",MrAndrews20,0,red+lobster,waitress
495,Confirmation that not everyone knows how many Thrivers there are in the area...at Red Lobster in Maumee and waitres… https://t.co/Kzv27YacVJ,FALSE,0,NA,2/19/19 4:34,TRUE,1.09772E+18,NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",TSMcCormick,0,red+lobster,waitress
496,"Went out to eat at red lobster on date night the other night with babe, the waitress brings our food to the table a… https://t.co/waJG6knXpq",FALSE,1,NA,2/18/19 18:01,TRUE,1.09756E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",missesangelia,0,red+lobster,waitress
497,"Bought my mom red lobster, all the waitress's look like they wanna die LOL",FALSE,6,NA,2/18/19 0:18,FALSE,1.09729E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ThundersAMyth,0,red+lobster,waitress
498,"[on a date at Red Lobster]

waiter: what would you like to order?

her: what is the catch of the day?

me: you mean… https://t.co/OIWafBwAC3",FALSE,1,NA,2/27/19 19:06,TRUE,1.10083E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",PatrickYouds,0,red+lobster,waiter
499,@TVietor08 He looks like an angry Red Lobster waiter.,FALSE,8,TVietor08,2/27/19 18:12,FALSE,1.10082E+18,155784594,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",txnewsprincess,1,red+lobster,waiter
500,"Higgins looks like a put upon Red Lobster waiter. 
""OMG YOU WANT MORE PARM?""",FALSE,4,NA,2/27/19 17:41,FALSE,1.10081E+18,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",txnewsprincess,0,red+lobster,waiter
501,The waiter that gave me a kids menu at red lobster deserves life in prison,FALSE,4,NA,2/27/19 5:43,FALSE,1.10063E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",saniaqazi10,0,red+lobster,waiter
502,"waiter: hi welcome to red lobster can I start you off with a drink

me: h-

waiter: sorry we only have coke

me: lol haha okay",FALSE,3,NA,2/25/19 17:03,FALSE,1.10008E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",girlsandchicken,0,red+lobster,waiter
503,"Waiter: Hi, what would you like to order?

Dad: You better try something new, we’re at Red Lobster. Get some fish.… https://t.co/z4cPdbKzZI",FALSE,3,NA,2/25/19 4:31,TRUE,1.09989E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",iwillrousei,0,red+lobster,waiter
504,sis is enviromental ap class in school and decided to whip this out at red lobster in front of the waiter.... https://t.co/0v1GeieE7J,FALSE,4,NA,2/24/19 23:08,FALSE,1.09981E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",brookewebber_10,2,red+lobster,waiter
505,Selena flirtin w the waiter at red lobster,FALSE,1,NA,2/24/19 22:27,FALSE,1.0998E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Lizz_1019,0,red+lobster,waiter
506,"to the waiter at red lobster who is going to work at Longboard in spi, you were really cute also I lied, I’m 21🤪",FALSE,1,NA,2/24/19 3:23,FALSE,1.09951E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",caitcastillo23,0,red+lobster,waiter
507,"@olg1234 just left my number for our waiter. Damon from red lobster if you see this, I’m sorry",FALSE,1,olg1234,2/24/19 2:53,FALSE,1.0995E+18,280668698,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RaeDarrow,0,red+lobster,waiter
508,The waiter at the Red Lobster was having a DAY and he was super appreciative that I and the rest of my family weren… https://t.co/tYxnmZbbjo,FALSE,0,NA,2/23/19 3:03,TRUE,1.09914E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",pettysenpai021,0,red+lobster,waiter
509,My waiter at red lobster gave me a free dessert without asking so I guess you could say things are getting pretty serious,FALSE,9,NA,2/23/19 1:17,FALSE,1.09912E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",AshleeHope2,0,red+lobster,waiter
510,The waiter at red lobster spilled butter in my hair and I’m not even mad,FALSE,6,NA,2/22/19 22:18,FALSE,1.09907E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",dumbashelldevyn,0,red+lobster,waiter
511,"Bro our waiter at red lobster is soooo high rn, he just said “sorry y’all I’m trippin” 😭",FALSE,13,NA,2/21/19 3:39,FALSE,1.09843E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",sscarlettt_,0,red+lobster,waiter
512,My mom really just showed her red lobster waiter a pic of me and got his info for me 😂,FALSE,20,NA,2/21/19 1:50,FALSE,1.0984E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Lesliea_park,0,red+lobster,waiter
513,trynna flag down your waiter at red lobster for more biscuits https://t.co/zA0WKebaCt,FALSE,3,NA,2/20/19 14:56,FALSE,1.09823E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ayeitsolivia,0,red+lobster,waiter
514,Braun lost to that damn Red Lobster waiter.. #WWEChamber,FALSE,0,NA,2/18/19 2:17,FALSE,1.09732E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",KapreeW,1,red+lobster,waiter
515,FUCK I JUST REMEMBERED I GAVE MY PHONE NUMBER TO THE CUTE WAITRESS AT CHEESECAKE FACTORY LIKE 2 WEEKS AGO AND SHE N… https://t.co/TkMynERxTk,FALSE,0,NA,2/27/19 19:13,TRUE,1.10084E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",teresagtza,0,cheesecake+factory,waitress
516,At @Cheesecake factory now....waitress didn't offer bread...served cold fries...then ghosted us.  Maybe if waitress… https://t.co/MDl24cBEhs,FALSE,0,NA,2/27/19 19:03,TRUE,1.10083E+18,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",willisan,0,cheesecake+factory,waitress
517,my waitress at the Cheesecake Factory added a 125% tip to my receipt without my knowledge....Breanna at Potomac Mills ur getting fired,FALSE,2,NA,2/27/19 3:28,FALSE,1.1006E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",taylorlargen,0,cheesecake+factory,waitress
518,I had $200 in gift cards to the cheesecake factory and took my best friend out on a friend date. It was a great tim… https://t.co/g7qgyzJQx1,FALSE,1,NA,2/25/19 5:26,TRUE,1.0999E+18,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",e_m_m777,0,cheesecake+factory,waitress
519,"Went to @Cheesecake factory... delicious. Our waitress was really cute, I wish there was a polite way to show inter… https://t.co/dHMwLbPhYN",FALSE,1,NA,2/25/19 2:47,TRUE,1.09986E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",UncleLono,0,cheesecake+factory,waitress
520,Went to hand my menu back to the waitress at Cheesecake Factory. Was trying to flip to front and close it. Waitress… https://t.co/mpDGF8YNeb,FALSE,17,NA,2/24/19 4:07,TRUE,1.09952E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MichaelLKatz,1,cheesecake+factory,waitress
521,they’re playing waitress in this Cheesecake Factory. my friend got a picture of my reaction.. https://t.co/M90TEKznBN,FALSE,4,NA,2/23/19 17:32,FALSE,1.09936E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",dustashesstars,0,cheesecake+factory,waitress
522,@FitYourKit @KateHydeNY Waitress at the Cheesecake Factory.,FALSE,0,FitYourKit,2/20/19 13:10,FALSE,1.09821E+18,1029557797,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",SigRuman,0,cheesecake+factory,waitress
523,the waitress at the cheesecake factory gave josh and i a whole loaf of bread to take,FALSE,5,NA,2/19/19 7:01,FALSE,1.09775E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",yngxaina,0,cheesecake+factory,waitress
524,"Me: I want something healthy what should I get? 
Waitress: you’re at Cheesecake Factory you already lost",FALSE,42,NA,2/19/19 1:01,FALSE,1.09766E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",gearysamantha,0,cheesecake+factory,waitress
525,@awsten one time i went to the cheesecake factory and my brother threw up all over the waitress,FALSE,1,awsten,2/18/19 19:33,FALSE,1.09758E+18,25651173,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",glowingeycs,0,cheesecake+factory,waitress
526,"At cheesecake factory with dad and kuya.

Waitress to dad: “What kind of cheesecake would you like?”

Dad: “No, I d… https://t.co/UZrpVTPB3o",FALSE,3,NA,2/18/19 0:27,TRUE,1.09729E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ressazee08,0,cheesecake+factory,waitress
527,I’m hungry and @chloedotdot just told the waiter she needs a few more minutes and I almost drop-kicked her out the… https://t.co/EvEZ6U3hPJ,FALSE,19,NA,2/27/19 0:55,TRUE,1.10056E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",itsabsaf,0,cheesecake+factory,waiter
528,"@MormonLibsLMAO Cheesecake factory to-go actually taste great at home. You can even light a candle...🤷‍♂️. Also, yo… https://t.co/I17RsIuhYb",FALSE,1,MormonLibsLMAO,2/24/19 7:08,TRUE,1.09957E+18,1.02959E+18,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RealBrandonGreg,0,cheesecake+factory,waiter
529,pls explain to me why devin and i always get the same waiter at cheesecake factory who makes us wait 45 minutes just to get bread,FALSE,0,NA,2/23/19 2:30,FALSE,1.09913E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Icymckenna37,0,cheesecake+factory,waiter
530,"me to waiter at respectable restaurant the cheesecake factory: what is your cheapest beer
waiter: i don't know the… https://t.co/d1HqmJFQtw",FALSE,5,NA,2/23/19 0:24,TRUE,1.0991E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",corn_hell,0,cheesecake+factory,waiter
531,yeah @LeoScarselletta just asked our Cheesecake Factory waiter what the point of life is,FALSE,9,NA,2/21/19 3:56,FALSE,1.09843E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",HannahRushokay,1,cheesecake+factory,waiter
532,I got shrimp Alfredo at the Cheesecake Factory in Tucson and like our waiter told me I was the first person to ever… https://t.co/tP7F33hL2m,FALSE,4,NA,2/19/19 21:45,TRUE,1.09798E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",AngeleneHailey,0,cheesecake+factory,waiter
533,Long Islanders are assholes!  Especially those whom were in the Lake Grove Cheesecake Factory today when my daughte… https://t.co/9C9ma76UW7,FALSE,0,NA,2/18/19 22:20,TRUE,1.09762E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",xxrouguexx,0,cheesecake+factory,waiter
534,My cheesecake factory waiter is HOT,FALSE,1,NA,2/18/19 17:18,FALSE,1.09755E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",yikesgrrrl,0,cheesecake+factory,waiter
535,"in Cheesecake Factory and my waiter is so hot oh my god, the most amazing blue eyes I’ve ever seen in my life. what a beautiful man.",FALSE,7,NA,2/17/19 17:22,FALSE,1.09718E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",vetoslayer,0,cheesecake+factory,waiter
536,Our waitress at longhorn kept giving us bread at dinner and ended up giving us a whole bag of bread for free with l… https://t.co/BAOFACcsV0,FALSE,1,NA,2/27/19 2:48,TRUE,1.10059E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",white_girlxoxo,0,longhorn,waitress
537,"@missmayim @OMD4thePlanet Well, It depends on who the Waiter or Waitress is So, Me and My Mother went to Longhorn S… https://t.co/ZEb49WKvg8",FALSE,0,missmayim,2/26/19 22:01,TRUE,1.10052E+18,113560280,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",ian_audies,0,longhorn,waitress
538,my waitress at this longhorn literally beautiful,FALSE,0,NA,2/24/19 21:45,FALSE,1.09979E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",shaicoke,0,longhorn,waitress
539,erica the waitress from longhorn steakhouse in pearland just know that i thought you were cute and wish we could be… https://t.co/FuAFtaxQe0,FALSE,6,NA,2/24/19 4:09,TRUE,1.09952E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",zabrinacal,0,longhorn,waitress
540,I was at dinner yesterday &amp; I asked our waitress what her name was.  She politely told me it was Tracy and I replie… https://t.co/6ly2x6tVUh,FALSE,5,NA,2/24/19 0:26,TRUE,1.09947E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",aleahbrownn,0,longhorn,waitress
541,That moment when your waitress at Longhorn asks you if you want bread and your soul cries!,FALSE,0,NA,2/24/19 0:05,FALSE,1.09946E+18,NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",jconamission,0,longhorn,waitress
542,"@missmayim @OMD4thePlanet Well, It depends on who the Waiter or Waitress is So, Me and My Mother went to Longhorn S… https://t.co/ZEb49WKvg8",FALSE,0,missmayim,2/26/19 22:01,TRUE,1.10052E+18,113560280,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",ian_audies,0,longhorn,waiter
543,"@darden Okay. Cool. No more having to tell the waiter at Olive Garden to not put in straws for us, and at Longhorn, to not give them out.",FALSE,0,darden,2/26/19 2:29,FALSE,1.10022E+18,372854615,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ComputerMakerJB,0,longhorn,waiter
544,Our waiter was soooo horrible @ LongHorn 🤣🤦🏾‍♀️ !!!,FALSE,0,NA,2/25/19 6:04,FALSE,1.09991E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RunAndTweetThis,0,longhorn,waiter
545,"@FiveThirtyEight I’ve never seen a Longhorn Steakhouse, looked it up and it’s equivalent to Outback. I’d like to se… https://t.co/cmykcpvGUc",FALSE,0,FiveThirtyEight,2/18/19 0:16,TRUE,1.09729E+18,2303751216,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",SAHMvoter,0,longhorn,waiter
546,"Same, except I worked as a waitress at TGI Friday’s and had worked as a temp doing clerical work for the secretary… https://t.co/BARKrY13w7",FALSE,1,NA,2/25/19 18:38,TRUE,1.1001E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",susancree,0,TGI,waitress
547,pretty sure @MIABOARDMAN was my waitress in TGI’s this evening 😻😻,FALSE,0,NA,2/24/19 20:12,FALSE,1.09976E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",EmilyRebeccaG,0,TGI,waitress
548,@ellie0393 @stussy954 Haha I forgot about TGI’s!! ordering a shit load of food &amp; cocktails then realising the waite… https://t.co/UAtcgntrKV,FALSE,1,ellie0393,2/24/19 20:50,TRUE,1.09977E+18,519052741,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",miss_b_kaj,0,TGI,waiter
549,Tell me why I’m at TGI Friday’s and the waiter stops me mid sentence to promote his mixtape.,FALSE,8,NA,2/23/19 21:50,FALSE,1.09943E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",TheLifeOfMela,1,TGI,waiter
550,"Waiter at TGI Friday’s:

Me, alone at TGI Friday’s: I’m not drunk, you are",FALSE,23,NA,2/21/19 20:39,FALSE,1.09868E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Edo0o0og69,2,TGI,waiter
551,My waiter in TGI’s looks so much like my ex I actually just spat my strawberry fields mock tail out in shoock,FALSE,3,NA,2/19/19 14:46,FALSE,1.09787E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",sophjbutler,0,TGI,waiter
552,@BaronCorbinWWE @WWE I’d rather watch a waiter  at TGI Friday’s work a double shift. 😆,FALSE,4,BaronCorbinWWE,2/18/19 2:51,FALSE,1.09733E+18,735954043,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",kclilback,0,TGI,waiter
553,@KenCarman He looks like a waiter at TGI Friday's.,FALSE,3,KenCarman,2/18/19 2:16,FALSE,1.09732E+18,115201330,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",CSTDoug,0,TGI,waiter
554,"Boeing Names Former Waffle House Waitress, Nikki Haley to Board of Directors https://t.co/8yQC3SyBS6",FALSE,0,NA,2/27/19 19:18,FALSE,1.10084E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",margweston,0,waffle+house,waitress
555,waffle house waitress before we ride this dragon **puts on tank suit** I'm dazzlingly GGGGay!,FALSE,0,NA,2/27/19 18:29,FALSE,1.10083E+18,NA,"<a href=""https://cheapbotsdonequick.com"" rel=""nofollow"">Cheap Bots, Done Quick!</a>",comeoutthisway,0,waffle+house,waitress
556,"@IvankaTrump Ms. Trump, live for one month on ONLY waitress wages at a Waffle House. That’s $2.13/hr or $85.20 a we… https://t.co/g3gxpBncp3",FALSE,0,IvankaTrump,2/27/19 17:02,TRUE,1.1008E+18,52544275,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",PollyAn34802188,0,waffle+house,waitress
557,breaking news chris sims seen at waffle house wearing oversized jacket and calling waitress mon cheri,FALSE,0,NA,2/27/19 15:43,FALSE,1.10078E+18,NA,"<a href=""http://kucukbeyin.com/"" rel=""nofollow"">appppppppppppppasdpa</a>",CIarkkKent,0,waffle+house,waitress
558,"Boeing Names Former Waffle House Waitress, Nikki Haley to Board of Directors https://t.co/JUlo7v99f9",FALSE,0,NA,2/27/19 15:33,FALSE,1.10078E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",thghtcrme,0,waffle+house,waitress
559,"Boeing Names Former Waffle House Waitress, Nikki Haley to Board of Directors https://t.co/lTGyOlkdmk",FALSE,0,NA,2/27/19 13:11,FALSE,1.10075E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Orthodoxe,1,waffle+house,waitress
560,"ABSURD!!! Boeing Names Former Waffle House Waitress, Nikki Haley to Board of Directors https://t.co/iueFGR88zm",FALSE,0,NA,2/27/19 12:23,FALSE,1.10073E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",nanotechexec,0,waffle+house,waitress
561,"Boeing Names Former Waffle House Waitress, Nikki Haley to Board of Directors https://t.co/wqZJqVYhWl",FALSE,0,NA,2/27/19 10:15,FALSE,1.1007E+18,NA,"<a href=""http://www.russianinsight.com/"" rel=""nofollow"">RussianInsight AutoTweet</a>",RussianInsight,0,waffle+house,waitress
562,"Boeing Names Former Waffle House Waitress, Nikki Haley to Board of Directors https://t.co/NKqXKGWo1i https://t.co/IsZaBMhHfV",FALSE,1,NA,2/27/19 10:13,FALSE,1.1007E+18,NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",therussophile,0,waffle+house,waitress
563,"Boeing Names Former Waffle House Waitress, Nikki Haley to Board of Directors https://t.co/c82pzNX5T0",FALSE,0,NA,2/27/19 9:58,FALSE,1.1007E+18,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",NozNewz_com,0,waffle+house,waitress
